SessionID,Timestamp,UserID,Phase,TrialID,StudyStepIndex,SceneName,Staircase,Answer
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,0,1,indoor_syns_scene01,"StartLow",2
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,1,3,indoor_syns_scene02,"StartLow",4
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,2,5,indoor_syns_scene03,"StartLow",3
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,3,7,indoor_syns_scene04,"StartLow",3
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,4,9,indoor_syns_scene05,"StartLow",1
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,5,11,indoor_syns_scene06,"StartLow",1
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,6,13,indoor_syns_scene07,"StartLow",1
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,7,15,indoor_syns_scene08,"StartLow",5
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,8,17,indoor_syns_scene09,"StartLow",0
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,9,19,outdoor_syns_scene01,"StartLow",4
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,10,18,outdoor_syns_scene02,"StartLow",8
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,11,16,outdoor_syns_scene03,"StartLow",1
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,12,14,outdoor_syns_scene04,"StartLow",5
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,13,12,outdoor_syns_scene05,"StartLow",2
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,14,10,outdoor_syns_scene06,"StartLow",7
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,15,8,outdoor_syns_scene07,"StartLow",2
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,16,6,outdoor_syns_scene08,"StartLow",1
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,17,4,outdoor_syns_scene09,"StartLow",2
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,18,2,outdoor_syns_scene10,"StartLow",4
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,0,4,indoor_syns_scene01,"StartHigh",36
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,1,2,indoor_syns_scene02,"StartHigh",38
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,2,1,indoor_syns_scene03,"StartHigh",37
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,3,3,indoor_syns_scene04,"StartHigh",32
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,4,5,indoor_syns_scene05,"StartHigh",35
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,5,7,indoor_syns_scene06,"StartHigh",35
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,6,9,indoor_syns_scene07,"StartHigh",34
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,7,11,indoor_syns_scene08,"StartHigh",35
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,8,13,indoor_syns_scene09,"StartHigh",34
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,9,15,outdoor_syns_scene01,"StartHigh",36
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,10,17,outdoor_syns_scene02,"StartHigh",36
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,11,19,outdoor_syns_scene03,"StartHigh",33
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,12,18,outdoor_syns_scene04,"StartHigh",27
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,13,16,outdoor_syns_scene05,"StartHigh",37
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,14,14,outdoor_syns_scene06,"StartHigh",34
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,15,12,outdoor_syns_scene07,"StartHigh",37
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,16,10,outdoor_syns_scene08,"StartHigh",35
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,17,8,outdoor_syns_scene09,"StartHigh",37
9-session-2022-05-18-15-13-39.csv,2022-05-18-15-32-50,9,Testing,18,6,outdoor_syns_scene10,"StartHigh",37
