SessionID,Timestamp,UserID,Phase,TrialID,StudyStepIndex,SceneName,Staircase,Answer
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,0,5,indoor_syns_scene01,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,1,3,indoor_syns_scene02,"StartHigh",36
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,2,1,indoor_syns_scene03,"StartHigh",37
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,3,2,indoor_syns_scene04,"StartHigh",34
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,4,4,indoor_syns_scene05,"StartHigh",34
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,5,6,indoor_syns_scene06,"StartHigh",38
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,6,8,indoor_syns_scene07,"StartHigh",36
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,7,10,indoor_syns_scene08,"StartHigh",33
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,8,12,indoor_syns_scene09,"StartHigh",38
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,9,14,outdoor_syns_scene01,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,10,16,outdoor_syns_scene02,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,11,18,outdoor_syns_scene03,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,12,19,outdoor_syns_scene04,"StartHigh",36
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,13,17,outdoor_syns_scene05,"StartHigh",37
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,14,15,outdoor_syns_scene06,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,15,13,outdoor_syns_scene07,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,16,11,outdoor_syns_scene08,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,17,9,outdoor_syns_scene09,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,18,7,outdoor_syns_scene10,"StartHigh",39
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,0,9,indoor_syns_scene01,"StartLow",4
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,1,7,indoor_syns_scene02,"StartLow",2
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,2,5,indoor_syns_scene03,"StartLow",4
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,3,3,indoor_syns_scene04,"StartLow",2
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,4,1,indoor_syns_scene05,"StartLow",2
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,5,2,indoor_syns_scene06,"StartLow",3
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,6,4,indoor_syns_scene07,"StartLow",3
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,7,6,indoor_syns_scene08,"StartLow",2
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,8,8,indoor_syns_scene09,"StartLow",2
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,9,10,outdoor_syns_scene01,"StartLow",4
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,10,12,outdoor_syns_scene02,"StartLow",4
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,11,14,outdoor_syns_scene03,"StartLow",6
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,12,16,outdoor_syns_scene04,"StartLow",2
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,13,18,outdoor_syns_scene05,"StartLow",1
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,14,19,outdoor_syns_scene06,"StartLow",3
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,15,17,outdoor_syns_scene07,"StartLow",3
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,16,15,outdoor_syns_scene08,"StartLow",3
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,17,13,outdoor_syns_scene09,"StartLow",4
2-session-2022-05-17-14-04-05.csv,2022-05-17-14-16-35,2,Testing,18,11,outdoor_syns_scene10,"StartLow",6
