SessionID,Timestamp,UserID,Phase,TrialID,StudyStepIndex,SceneName,Staircase,Answer
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,0,16,indoor_syns_scene01,"StartLow",1
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,1,14,indoor_syns_scene02,"StartLow",1
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,2,12,indoor_syns_scene03,"StartLow",4
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,3,10,indoor_syns_scene04,"StartLow",4
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,4,8,indoor_syns_scene05,"StartLow",10
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,5,6,indoor_syns_scene06,"StartLow",2
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,6,4,indoor_syns_scene07,"StartLow",5
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,7,2,indoor_syns_scene08,"StartLow",1
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,8,1,indoor_syns_scene09,"StartLow",3
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,9,3,outdoor_syns_scene01,"StartLow",6
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,10,5,outdoor_syns_scene02,"StartLow",5
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,11,7,outdoor_syns_scene03,"StartLow",1
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,12,9,outdoor_syns_scene04,"StartLow",0
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,13,11,outdoor_syns_scene05,"StartLow",10
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,14,13,outdoor_syns_scene06,"StartLow",6
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,15,15,outdoor_syns_scene07,"StartLow",6
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,16,17,outdoor_syns_scene08,"StartLow",6
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,17,19,outdoor_syns_scene09,"StartLow",6
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,18,18,outdoor_syns_scene10,"StartLow",8
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,0,19,indoor_syns_scene01,"StartHigh",29
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,1,18,indoor_syns_scene02,"StartHigh",25
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,2,16,indoor_syns_scene03,"StartHigh",30
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,3,14,indoor_syns_scene04,"StartHigh",26
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,4,12,indoor_syns_scene05,"StartHigh",32
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,5,10,indoor_syns_scene06,"StartHigh",26
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,6,8,indoor_syns_scene07,"StartHigh",25
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,7,6,indoor_syns_scene08,"StartHigh",28
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,8,4,indoor_syns_scene09,"StartHigh",26
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,9,2,outdoor_syns_scene01,"StartHigh",26
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,10,1,outdoor_syns_scene02,"StartHigh",19
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,11,3,outdoor_syns_scene03,"StartHigh",29
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,12,5,outdoor_syns_scene04,"StartHigh",16
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,13,7,outdoor_syns_scene05,"StartHigh",29
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,14,9,outdoor_syns_scene06,"StartHigh",33
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,15,11,outdoor_syns_scene07,"StartHigh",27
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,16,13,outdoor_syns_scene08,"StartHigh",34
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,17,15,outdoor_syns_scene09,"StartHigh",31
17-session-2022-05-06-14-04-20.csv,2022-05-06-14-42-44,17,Testing,18,17,outdoor_syns_scene10,"StartHigh",22
